,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
5664,Nebraska,Fillmore County,$12.89,$28.30,$35.00,$44.44,$23.44,$27.17,$30.91,$32.66,$11.72,$15.58,$19.45,$22.32
5667,Nebraska,Franklin County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5670,Nebraska,Frontier County,$12.89,$28.30,$35.00,$44.19,$22.84,$27.17,$30.91,$32.41,$11.42,$15.58,$19.45,$22.19
5673,Nebraska,Furnas County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5676,Nebraska,Gage County,$12.89,$28.30,$35.00,$44.38,$22.84,$27.17,$30.91,$32.60,$11.42,$15.58,$19.45,$22.29
5679,Nebraska,Garden County,$12.89,$28.30,$35.00,$44.51,$23.12,$27.17,$30.91,$32.72,$11.56,$15.58,$19.45,$22.35
5682,Nebraska,Garfield County,$12.89,$28.30,$35.00,$44.13,$22.87,$27.17,$30.91,$32.35,$11.43,$15.58,$19.45,$22.16
5685,Nebraska,Gosper County,$12.89,$28.30,$35.00,$44.82,$23.44,$27.17,$30.91,$33.04,$11.72,$15.58,$19.45,$22.50
5688,Nebraska,Grant County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5691,Nebraska,Greeley County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5694,Nebraska,Hall County,$13.62,$28.90,$35.60,$45.58,$23.39,$27.77,$31.51,$33.79,$11.69,$15.88,$19.75,$22.88
5697,Nebraska,Hamilton County,$13.24,$28.37,$35.07,$45.23,$22.89,$27.24,$30.98,$33.44,$11.45,$15.61,$19.48,$22.71
5700,Nebraska,Harlan County,$12.89,$28.30,$35.00,$44.18,$22.84,$27.17,$30.91,$32.39,$11.42,$15.58,$19.45,$22.18
5703,Nebraska,Hayes County,$13.21,$28.81,$35.50,$44.97,$23.22,$27.67,$31.42,$33.19,$11.61,$15.83,$19.70,$22.58
5706,Nebraska,Hitchcock County,$12.89,$28.30,$35.00,$44.69,$22.84,$27.17,$30.91,$32.91,$11.42,$15.58,$19.45,$22.44
5709,Nebraska,Holt County,$12.89,$28.30,$35.00,$44.54,$23.44,$27.17,$30.91,$32.76,$11.72,$15.58,$19.45,$22.37
5712,Nebraska,Hooker County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5715,Nebraska,Howard County,$13.20,$28.30,$35.00,$44.71,$22.84,$27.17,$30.91,$32.93,$11.42,$15.58,$19.45,$22.45
5718,Nebraska,Jefferson County,$12.89,$28.30,$35.00,$44.53,$22.84,$27.17,$30.91,$32.74,$11.42,$15.58,$19.45,$22.36
5721,Nebraska,Johnson County,$12.89,$28.30,$35.00,$44.60,$22.84,$27.17,$30.91,$32.82,$11.42,$15.58,$19.45,$22.40
5724,Nebraska,Kearney County,$13.11,$28.65,$35.35,$44.57,$23.75,$27.52,$31.26,$32.79,$11.88,$15.76,$19.62,$22.38
5727,Nebraska,Keith County,$13.40,$28.30,$35.00,$44.26,$22.84,$27.17,$30.91,$32.47,$11.42,$15.58,$19.45,$22.22
5730,Nebraska,Keya Paha County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5733,Nebraska,Kimball County,$12.90,$28.33,$35.02,$44.16,$23.47,$27.19,$30.94,$32.38,$11.73,$15.59,$19.46,$22.18
5736,Nebraska,Knox County,$12.89,$28.30,$35.00,$44.43,$22.84,$27.17,$30.91,$32.65,$11.42,$15.58,$19.45,$22.31
5739,Nebraska,Lancaster County,$14.72,$30.37,$37.91,$49.19,$23.84,$28.39,$32.13,$34.87,$11.92,$16.61,$20.90,$24.69
5742,Nebraska,Lincoln County,$13.47,$28.38,$35.08,$44.77,$22.90,$27.25,$30.99,$32.98,$11.45,$15.62,$19.49,$22.48
5745,Nebraska,Logan County,$12.89,$28.30,$35.00,$44.93,$22.84,$27.17,$30.91,$33.15,$11.42,$15.58,$19.45,$22.56
5748,Nebraska,Loup County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5751,Nebraska,Madison County,$12.97,$28.43,$35.12,$44.83,$22.93,$27.29,$31.04,$33.04,$11.47,$15.64,$19.51,$22.51
5754,Nebraska,McPherson County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5757,Nebraska,Merrick County,$13.20,$28.30,$35.00,$44.66,$22.84,$27.17,$30.91,$32.87,$11.42,$15.58,$19.45,$22.42
5760,Nebraska,Morrill County,$13.04,$28.54,$35.24,$44.43,$23.43,$27.41,$31.15,$32.65,$11.72,$15.70,$19.57,$22.31
5763,Nebraska,Nance County,$12.89,$28.30,$35.00,$44.27,$23.18,$27.17,$30.91,$32.49,$11.59,$15.58,$19.45,$22.23
5766,Nebraska,Nemaha County,$13.37,$28.30,$35.00,$44.80,$23.10,$27.17,$30.91,$33.02,$11.55,$15.58,$19.45,$22.50
5769,Nebraska,Nuckolls County,$12.89,$28.30,$35.00,$45.13,$23.42,$27.17,$30.91,$33.35,$11.71,$15.58,$19.45,$22.66
5772,Nebraska,Otoe County,$12.98,$28.45,$35.15,$44.32,$23.02,$27.32,$31.06,$32.53,$11.51,$15.65,$19.52,$22.25
5775,Nebraska,Pawnee County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5778,Nebraska,Perkins County,$12.89,$28.30,$35.00,$44.84,$23.25,$27.17,$30.91,$33.06,$11.62,$15.58,$19.45,$22.52
5781,Nebraska,Phelps County,$12.89,$28.30,$35.00,$45.13,$23.44,$27.17,$30.91,$33.35,$11.72,$15.58,$19.45,$22.66
5784,Nebraska,Pierce County,$12.89,$28.30,$35.00,$44.13,$23.03,$27.17,$30.91,$32.35,$11.51,$15.58,$19.45,$22.16
5787,Nebraska,Platte County,$13.17,$28.74,$35.44,$45.25,$23.18,$27.61,$31.35,$33.46,$11.59,$15.80,$19.67,$22.72
5790,Nebraska,Polk County,$12.89,$28.30,$35.00,$44.66,$22.98,$27.17,$30.91,$32.87,$11.49,$15.58,$19.45,$22.42
5793,Nebraska,Red Willow County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5796,Nebraska,Richardson County,$12.89,$28.30,$35.00,$44.50,$23.20,$27.17,$30.91,$32.71,$11.60,$15.58,$19.45,$22.34
5799,Nebraska,Rock County,$12.89,$28.30,$35.00,$44.93,$22.84,$27.17,$30.91,$33.15,$11.42,$15.58,$19.45,$22.56
5802,Nebraska,Saline County,$13.41,$29.13,$35.82,$45.16,$23.47,$27.99,$31.74,$33.38,$11.73,$15.99,$19.86,$22.68
5805,Nebraska,Sarpy County,$14.93,$30.96,$38.50,$49.60,$24.53,$28.98,$32.72,$35.28,$12.26,$16.91,$21.20,$24.90
5808,Nebraska,Saunders County,$13.37,$28.73,$35.43,$45.75,$23.17,$27.60,$31.34,$33.97,$11.58,$15.80,$19.66,$22.97
5811,Nebraska,Scotts Bluff County,$13.01,$28.50,$35.20,$44.60,$23.06,$27.37,$31.11,$32.82,$11.53,$15.68,$19.55,$22.40
5814,Nebraska,Seward County,$13.39,$28.51,$35.21,$45.31,$23.00,$27.38,$31.12,$33.53,$11.50,$15.69,$19.55,$22.75
5817,Nebraska,Sheridan County,$12.89,$28.30,$35.00,$44.95,$23.44,$27.17,$30.91,$33.17,$11.72,$15.58,$19.45,$22.57
5820,Nebraska,Sherman County,$12.89,$28.30,$35.00,$45.13,$23.02,$27.17,$30.91,$33.35,$11.51,$15.58,$19.45,$22.66
5823,Nebraska,Sioux County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5826,Nebraska,Stanton County,$13.24,$28.85,$35.55,$44.81,$23.26,$27.72,$31.46,$33.03,$11.63,$15.85,$19.72,$22.50
5829,Nebraska,Thayer County,$12.89,$28.30,$35.00,$44.29,$22.96,$27.17,$30.91,$32.51,$11.48,$15.58,$19.45,$22.24
5832,Nebraska,Thomas County,$12.90,$28.33,$35.03,$44.36,$22.86,$27.20,$30.94,$32.58,$11.43,$15.60,$19.46,$22.28
5835,Nebraska,Thurston County,$13.40,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5838,Nebraska,Valley County,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5841,Nebraska,Washington County,$14.93,$30.11,$36.81,$47.06,$24.53,$28.98,$32.72,$35.28,$12.26,$16.48,$20.35,$23.63
5844,Nebraska,Wayne County,$12.89,$28.30,$35.00,$44.13,$22.85,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5847,Nebraska,Webster County,$13.40,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16
5850,Nebraska,Wheeler County,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26
5853,Nebraska,York County,$12.89,$28.30,$35.00,$44.32,$23.05,$27.17,$30.91,$32.53,$11.53,$15.58,$19.45,$22.25
5856,Nebraska,"Grand Island, NE",$13.80,$29.40,$36.58,$47.27,$23.26,$27.78,$31.52,$34.03,$11.45,$16.13,$20.24,$23.73
5859,Nebraska,"Lincoln, NE",$13.86,$29.77,$37.26,$48.49,$23.29,$27.83,$31.57,$34.30,$11.48,$16.31,$20.58,$24.34
5862,Nebraska,"Omaha-Council Bluffs, NE",$14.40,$30.31,$37.74,$48.73,$23.99,$28.44,$32.18,$34.74,$11.59,$16.58,$20.82,$24.46
5865,Nevada,Carson City,$13.03,$28.03,$35.49,$46.79,$22.16,$26.06,$29.61,$32.81,$11.08,$15.43,$19.60,$23.60
5868,Nevada,Churchill County,$13.39,$27.64,$35.07,$46.12,$21.77,$25.70,$29.25,$32.23,$10.89,$15.24,$19.39,$23.27
5871,Nevada,Clark County,$13.77,$29.19,$36.89,$48.83,$23.12,$26.98,$30.53,$34.14,$11.56,$16.01,$20.30,$24.62
5874,Nevada,Douglas County,$14.53,$28.56,$35.73,$46.80,$22.92,$26.89,$30.44,$33.71,$11.46,$15.70,$19.72,$23.61
5877,Nevada,Elko County,$13.09,$27.70,$34.71,$45.61,$22.24,$26.18,$29.73,$32.98,$11.12,$15.26,$19.21,$23.01
5880,Nevada,Esmeralda County,$12.01,$25.13,$31.23,$40.36,$20.88,$24.52,$28.07,$30.46,$10.44,$13.98,$17.47,$20.39
5883,Nevada,Eureka County,$12.79,$29.56,$38.89,$51.74,$21.78,$25.71,$29.26,$32.14,$10.89,$16.19,$21.30,$26.08
5886,Nevada,Humboldt County,$13.11,$29.43,$38.14,$49.49,$22.16,$26.21,$29.76,$31.76,$11.08,$16.13,$20.93,$24.95
5889,Nevada,Lander County,$13.42,$31.91,$42.62,$56.22,$22.52,$26.70,$30.24,$32.50,$11.26,$17.37,$23.17,$28.32
5892,Nevada,Lincoln County,$12.12,$26.72,$34.23,$44.99,$21.42,$24.70,$28.25,$30.85,$10.71,$14.77,$18.97,$22.70
5895,Nevada,Lyon County,$13.12,$26.92,$33.98,$44.57,$21.50,$25.34,$28.89,$31.78,$10.75,$14.87,$18.85,$22.49
5898,Nevada,Mineral County,$12.01,$26.17,$33.30,$43.59,$21.23,$24.52,$28.07,$30.60,$10.62,$14.50,$18.51,$22.00
5901,Nevada,Nye County,$12.55,$26.46,$33.05,$42.61,$21.58,$25.35,$28.90,$31.23,$10.79,$14.64,$18.38,$21.51
5904,Nevada,Pershing County,$12.01,$26.07,$33.10,$42.36,$20.88,$24.52,$28.07,$29.66,$10.44,$14.45,$18.41,$21.39
5907,Nevada,Storey County,$13.57,$29.44,$37.46,$49.70,$22.91,$26.92,$30.47,$34.05,$11.46,$16.14,$20.59,$25.06
5910,Nevada,Washoe County,$13.57,$28.95,$36.47,$48.22,$22.91,$26.92,$30.47,$34.05,$11.46,$15.89,$20.09,$24.32
5913,Nevada,White Pine County,$12.58,$28.00,$36.07,$47.62,$22.10,$25.41,$28.96,$31.79,$11.05,$15.41,$19.89,$24.02
5916,Nevada,"Carson City, NV",$13.03,$28.03,$35.49,$46.79,$22.16,$26.06,$29.61,$32.81,$10.69,$15.43,$19.60,$23.60
5919,Nevada,"Las Vegas-Henderson-Paradise, NV",$13.77,$29.19,$36.89,$48.83,$23.12,$26.98,$30.53,$34.14,$11.06,$16.01,$20.30,$24.62
5922,Nevada,"Reno, NV",$13.57,$28.95,$36.48,$48.23,$22.91,$26.92,$30.47,$34.05,$10.96,$15.89,$20.10,$24.32
5925,New Hampshire,Belknap County,$13.43,$28.26,$35.48,$46.14,$21.87,$26.23,$29.65,$32.50,$10.93,$15.47,$19.53,$23.30
5928,New Hampshire,Carroll County,$13.17,$27.64,$34.36,$44.40,$22.01,$26.11,$29.53,$32.25,$11.00,$15.16,$18.97,$22.43
5931,New Hampshire,Cheshire County,$13.65,$28.18,$35.03,$45.58,$21.95,$26.51,$29.93,$33.03,$10.97,$15.43,$19.30,$23.02
5934,New Hampshire,Coos County,$12.47,$25.02,$30.68,$38.74,$20.97,$24.55,$27.96,$29.77,$10.48,$13.85,$17.13,$19.60
5937,New Hampshire,Grafton County,$13.18,$27.77,$34.63,$44.20,$21.69,$26.10,$29.52,$31.63,$10.84,$15.22,$19.10,$22.33
5940,New Hampshire,Hillsborough County,$14.20,$30.40,$38.33,$50.04,$22.97,$27.67,$31.08,$34.27,$11.49,$16.54,$20.95,$25.25
5943,New Hampshire,Merrimack County,$14.24,$29.29,$36.79,$47.68,$22.41,$26.98,$30.39,$33.18,$11.20,$15.98,$20.18,$24.07
5946,New Hampshire,Rockingham County,$15.81,$32.61,$41.35,$54.24,$24.11,$29.07,$32.48,$36.04,$12.05,$17.64,$22.46,$27.35
5949,New Hampshire,Strafford County,$15.50,$30.39,$37.77,$49.42,$23.44,$28.21,$31.63,$35.30,$11.72,$16.54,$20.67,$24.94
5952,New Hampshire,Sullivan County,$13.64,$27.58,$34.28,$43.77,$21.62,$26.08,$29.49,$31.69,$10.81,$15.13,$18.93,$22.12
5955,New Hampshire,"Manchester-Nashua, NH",$14.20,$30.40,$38.33,$50.04,$22.97,$27.67,$31.08,$34.27,$10.97,$16.54,$20.95,$25.25
5958,New Jersey,Atlantic County,$14.94,$33.79,$43.15,$56.09,$25.74,$30.81,$34.46,$38.89,$12.87,$18.71,$23.51,$28.30
5961,New Jersey,Bergen County,$17.57,$39.35,$50.49,$65.66,$28.24,$33.09,$37.51,$40.90,$14.12,$21.12,$27.18,$33.08
5964,New Jersey,Burlington County,$14.89,$35.42,$47.01,$61.17,$25.63,$30.25,$33.90,$37.32,$12.81,$19.53,$25.44,$30.84
5967,New Jersey,Camden County,$14.89,$34.14,$44.42,$57.28,$25.63,$30.25,$33.90,$37.32,$12.81,$18.89,$24.14,$28.89
5970,New Jersey,Cape May County,$14.55,$33.79,$43.55,$56.74,$25.62,$30.42,$34.07,$38.34,$12.81,$18.71,$23.71,$28.62
5973,New Jersey,Cumberland County,$14.81,$32.90,$41.68,$53.85,$25.25,$30.48,$34.13,$38.34,$12.62,$17.88,$22.77,$27.17
5976,New Jersey,Essex County,$16.05,$35.51,$45.33,$58.48,$27.10,$32.09,$35.74,$39.95,$13.55,$19.58,$24.59,$29.49
5979,New Jersey,Gloucester County,$14.89,$34.65,$45.46,$58.84,$25.63,$30.25,$33.90,$37.32,$12.81,$19.15,$24.66,$29.67
5982,New Jersey,Hudson County,$18.55,$37.29,$45.87,$58.59,$28.68,$33.58,$38.00,$41.51,$14.34,$20.09,$24.86,$29.55
5985,New Jersey,Hunterdon County,$17.86,$41.39,$53.50,$70.06,$28.27,$34.14,$38.58,$42.39,$14.14,$22.14,$28.68,$35.28
5988,New Jersey,Mercer County,$15.47,$38.79,$50.57,$66.08,$26.45,$31.89,$35.54,$39.39,$13.23,$20.84,$27.21,$33.29
5991,New Jersey,Middlesex County,$17.86,$39.73,$50.18,$65.09,$28.27,$34.14,$38.58,$42.39,$14.14,$21.31,$27.02,$32.79
5994,New Jersey,Monmouth County,$16.42,$39.59,$50.86,$67.69,$27.47,$33.20,$37.63,$42.55,$13.73,$21.24,$27.36,$34.09
5997,New Jersey,Morris County,$16.05,$38.94,$50.69,$66.52,$27.10,$32.09,$35.74,$39.95,$13.55,$20.92,$27.27,$33.51
6000,New Jersey,Ocean County,$16.42,$37.23,$46.13,$60.59,$27.47,$33.20,$37.63,$42.55,$13.73,$20.06,$24.99,$30.55
6003,New Jersey,Passaic County,$17.57,$37.44,$46.65,$59.91,$28.24,$33.09,$37.51,$40.90,$14.12,$20.16,$25.26,$30.20
6006,New Jersey,Salem County,$14.89,$32.92,$41.95,$53.58,$25.63,$30.25,$33.90,$37.32,$12.81,$17.89,$22.91,$27.04
6009,New Jersey,Somerset County,$17.86,$39.40,$49.52,$64.10,$28.27,$34.14,$38.58,$42.39,$14.14,$21.15,$26.69,$32.30
6012,New Jersey,Sussex County,$16.05,$35.93,$46.18,$59.76,$27.10,$32.09,$35.74,$39.95,$13.55,$19.79,$25.02,$30.13
6015,New Jersey,Union County,$16.05,$37.08,$46.96,$60.93,$27.10,$32.09,$35.74,$39.95,$13.55,$19.99,$25.41,$30.72
6018,New Jersey,Warren County,$14.76,$34.27,$45.09,$58.42,$25.27,$29.85,$33.50,$36.85,$12.64,$18.95,$24.48,$29.46
6021,New Jersey,"Atlantic City-Hammonton, NJ",$14.90,$32.90,$41.87,$54.81,$24.84,$29.92,$33.57,$37.61,$11.86,$17.88,$22.87,$27.66
6024,New Jersey,"Ocean City, NJ",$14.51,$32.90,$42.26,$55.45,$24.73,$29.53,$33.18,$37.05,$11.66,$17.88,$23.06,$27.98
6027,New Jersey,"Trenton, NJ",$15.43,$37.50,$49.28,$64.79,$25.56,$31.00,$34.65,$38.10,$12.14,$20.20,$26.57,$32.65
6030,New Jersey,"Vineland-Bridgeton, NJ",$14.77,$32.01,$40.40,$52.56,$24.36,$29.59,$33.24,$37.06,$11.80,$17.43,$22.13,$26.53
6033,New Mexico,Bernalillo County,$13.87,$28.99,$35.62,$46.12,$23.60,$28.18,$31.94,$35.13,$11.80,$15.99,$19.78,$23.28
6036,New Mexico,Catron County,$13.78,$27.90,$34.61,$44.30,$22.53,$27.02,$30.78,$33.08,$11.27,$15.45,$19.27,$22.37
6039,New Mexico,Chaves County,$14.16,$28.60,$35.31,$44.79,$22.92,$27.71,$31.48,$33.58,$11.46,$15.80,$19.62,$22.62
6042,New Mexico,Cibola County,$14.14,$27.90,$34.61,$44.02,$22.99,$27.02,$30.78,$32.80,$11.49,$15.45,$19.27,$22.23
6045,New Mexico,Colfax County,$13.79,$28.10,$34.81,$43.93,$22.53,$27.22,$30.98,$32.71,$11.27,$15.55,$19.37,$22.18
6048,New Mexico,Curry County,$13.88,$29.08,$35.79,$45.91,$23.28,$28.20,$31.96,$34.69,$11.64,$16.04,$19.86,$23.17
6051,New Mexico,De Baca County,$14.19,$28.42,$35.12,$45.00,$22.94,$27.53,$31.29,$33.78,$11.47,$15.71,$19.53,$22.72
6054,New Mexico,Dona Ana County,$13.68,$28.03,$34.66,$44.73,$22.81,$27.22,$30.98,$33.74,$11.40,$15.51,$19.30,$22.59
6057,New Mexico,Eddy County,$14.77,$29.40,$36.10,$46.83,$23.52,$28.51,$32.27,$35.61,$11.76,$16.20,$20.02,$23.63
6060,New Mexico,Grant County,$14.06,$28.12,$34.83,$44.45,$22.92,$27.24,$31.00,$33.24,$11.46,$15.56,$19.38,$22.45
6063,New Mexico,Guadalupe County,$13.88,$27.90,$34.61,$44.67,$22.99,$27.02,$30.78,$33.46,$11.49,$15.45,$19.27,$22.56
6066,New Mexico,Harding County,$13.78,$27.90,$34.61,$44.67,$22.53,$27.02,$30.78,$33.46,$11.27,$15.45,$19.27,$22.56
6069,New Mexico,Hidalgo County,$13.88,$27.90,$34.61,$43.83,$22.99,$27.02,$30.78,$32.61,$11.49,$15.45,$19.27,$22.13
6072,New Mexico,Lea County,$14.91,$29.59,$36.30,$46.16,$23.66,$28.70,$32.46,$34.94,$11.83,$16.29,$20.12,$23.30
6075,New Mexico,Lincoln County,$14.11,$29.01,$35.71,$45.37,$23.22,$28.12,$31.88,$34.15,$11.61,$16.00,$19.83,$22.90
6078,New Mexico,Los Alamos County,$15.64,$30.62,$37.26,$47.72,$24.99,$29.81,$33.57,$36.73,$12.50,$16.81,$20.60,$24.08
6081,New Mexico,Luna County,$13.14,$27.90,$34.61,$44.67,$22.38,$27.02,$30.78,$33.46,$11.19,$15.45,$19.27,$22.56
6084,New Mexico,McKinley County,$13.76,$27.90,$34.61,$43.83,$22.99,$27.02,$30.78,$32.61,$11.49,$15.45,$19.27,$22.13
6087,New Mexico,Mora County,$14.19,$28.42,$35.12,$45.00,$22.94,$27.53,$31.29,$33.78,$11.47,$15.71,$19.53,$22.72
6090,New Mexico,Otero County,$14.14,$27.90,$34.61,$44.67,$22.99,$27.02,$30.78,$33.46,$11.49,$15.45,$19.27,$22.56
6093,New Mexico,Quay County,$13.64,$27.90,$34.61,$44.16,$22.38,$27.02,$30.78,$32.95,$11.19,$15.45,$19.27,$22.30
6096,New Mexico,Rio Arriba County,$14.14,$27.90,$34.61,$43.68,$22.99,$27.02,$30.78,$32.46,$11.49,$15.45,$19.27,$22.06
6099,New Mexico,Roosevelt County,$14.01,$28.40,$35.11,$45.29,$22.76,$27.51,$31.28,$34.08,$11.38,$15.70,$19.52,$22.87
6102,New Mexico,Sandoval County,$13.87,$28.99,$35.62,$46.12,$23.60,$28.18,$31.94,$35.13,$11.80,$15.99,$19.78,$23.28
6105,New Mexico,San Juan County,$14.80,$28.60,$35.23,$44.80,$23.60,$27.78,$31.55,$33.81,$11.80,$15.80,$19.58,$22.62
6108,New Mexico,San Miguel County,$14.08,$28.32,$35.02,$44.47,$23.05,$27.43,$31.19,$33.25,$11.53,$15.66,$19.48,$22.45
6111,New Mexico,Santa Fe County,$15.51,$30.27,$36.90,$46.91,$25.13,$29.46,$33.22,$35.92,$12.56,$16.63,$20.42,$23.67
6114,New Mexico,Sierra County,$13.32,$28.04,$34.75,$44.47,$22.49,$27.15,$30.91,$33.26,$11.24,$15.52,$19.34,$22.46
6117,New Mexico,Socorro County,$13.88,$27.90,$34.61,$44.64,$22.90,$27.02,$30.78,$33.42,$11.45,$15.45,$19.27,$22.54
6120,New Mexico,Taos County,$14.94,$29.05,$35.76,$45.10,$23.70,$28.16,$31.92,$33.88,$11.85,$16.02,$19.85,$22.77
6123,New Mexico,Torrance County,$13.87,$29.06,$35.77,$46.34,$23.60,$28.18,$31.94,$35.13,$11.80,$16.03,$19.85,$23.39
6126,New Mexico,Union County,$13.64,$27.90,$34.61,$44.67,$22.38,$27.02,$30.78,$33.46,$11.19,$15.45,$19.27,$22.56
6129,New Mexico,Valencia County,$13.87,$28.99,$35.62,$46.12,$23.60,$28.18,$31.94,$35.13,$11.80,$15.99,$19.78,$23.28
6132,New Mexico,"Albuquerque, NM",$13.70,$28.82,$35.46,$45.96,$23.43,$28.01,$31.77,$34.96,$11.21,$15.91,$19.70,$23.20
6135,New Mexico,"Farmington, NM",$14.64,$28.43,$35.06,$44.63,$23.43,$27.62,$31.38,$33.64,$11.68,$15.71,$19.50,$22.54
6138,New Mexico,"Las Cruces, NM",$13.51,$27.86,$34.50,$44.57,$22.64,$27.05,$30.81,$33.58,$11.12,$15.43,$19.22,$22.50
6141,New Mexico,"Santa Fe, NM",$15.35,$30.10,$36.73,$46.74,$24.96,$29.29,$33.05,$35.75,$12.03,$16.55,$20.34,$23.59
6144,New York,Albany County,$15.12,$32.29,$41.92,$54.40,$23.97,$28.47,$32.16,$34.53,$11.99,$17.59,$22.90,$27.45
6147,New York,Allegany County,$13.63,$28.01,$35.63,$46.10,$22.00,$26.01,$29.70,$31.71,$11.00,$15.45,$19.84,$23.30
6150,New York,Bronx County,$21.77,$38.35,$47.17,$60.92,$30.20,$34.97,$38.86,$43.14,$15.10,$20.63,$25.52,$30.71
6153,New York,Broome County,$14.10,$28.78,$36.39,$47.17,$22.37,$26.78,$30.47,$32.77,$11.18,$15.84,$20.23,$23.84
6156,New York,Cattaraugus County,$13.94,$28.03,$35.64,$46.61,$22.01,$26.02,$29.71,$32.22,$11.01,$15.46,$19.85,$23.56
6159,New York,Cayuga County,$14.07,$28.76,$36.37,$46.90,$22.54,$26.75,$30.45,$32.50,$11.27,$15.83,$20.22,$23.70
6162,New York,Chautauqua County,$13.62,$28.09,$35.71,$46.19,$22.08,$26.09,$29.78,$31.79,$11.04,$15.49,$19.88,$23.35
6165,New York,Chemung County,$14.39,$28.92,$36.53,$47.45,$22.64,$26.91,$30.61,$33.05,$11.32,$15.90,$20.30,$23.98
6168,New York,Chenango County,$13.66,$28.49,$36.10,$46.50,$22.33,$26.49,$30.18,$32.11,$11.17,$15.69,$20.08,$23.50
6171,New York,Clinton County,$14.31,$28.94,$36.55,$47.33,$22.64,$26.94,$30.63,$32.93,$11.32,$15.92,$20.31,$23.92
6174,New York,Columbia County,$14.81,$30.78,$39.53,$51.69,$23.47,$27.83,$31.52,$34.43,$11.74,$16.84,$21.70,$26.09
6177,New York,Cortland County,$14.53,$28.99,$36.60,$47.17,$22.97,$26.99,$30.68,$32.77,$11.48,$15.94,$20.33,$23.84
6180,New York,Delaware County,$14.26,$28.43,$36.05,$46.93,$22.35,$26.43,$30.12,$32.53,$11.18,$15.66,$20.05,$23.71
6183,New York,Dutchess County,$17.10,$34.78,$44.41,$57.79,$25.83,$30.96,$34.65,$38.11,$12.92,$18.83,$24.15,$29.15
6186,New York,Erie County,$14.59,$29.89,$38.65,$49.88,$22.87,$26.94,$30.64,$32.64,$11.43,$16.39,$21.26,$25.19
6189,New York,Essex County,$14.51,$29.09,$36.71,$47.86,$22.92,$27.09,$30.78,$33.45,$11.46,$15.99,$20.38,$24.18
6192,New York,Franklin County,$13.57,$28.23,$35.84,$46.61,$22.50,$26.23,$29.92,$32.22,$11.25,$15.56,$19.95,$23.56
6195,New York,Fulton County,$13.74,$28.74,$36.36,$46.78,$22.61,$26.74,$30.43,$32.38,$11.31,$15.82,$20.21,$23.64
6198,New York,Genesee County,$13.89,$28.78,$36.39,$47.54,$22.70,$26.78,$30.47,$33.14,$11.35,$15.84,$20.23,$24.02
6201,New York,Greene County,$14.28,$29.85,$37.47,$48.81,$23.39,$27.85,$31.54,$34.40,$11.70,$16.37,$20.77,$24.65
6204,New York,Hamilton County,$14.33,$28.97,$36.58,$47.38,$22.43,$26.96,$30.66,$32.98,$11.21,$15.93,$20.32,$23.94
6207,New York,Herkimer County,$13.78,$28.56,$36.18,$46.55,$22.22,$26.56,$30.25,$32.15,$11.11,$15.73,$20.12,$23.52
6210,New York,Jefferson County,$14.89,$30.80,$38.61,$49.80,$23.82,$28.80,$32.49,$35.40,$11.91,$16.85,$21.24,$25.15
6213,New York,Kings County,$21.77,$38.35,$47.17,$60.92,$30.20,$34.97,$38.86,$43.14,$15.10,$20.63,$25.52,$30.71
6216,New York,Lewis County,$14.13,$28.47,$36.09,$47.14,$22.53,$26.47,$30.16,$32.74,$11.26,$15.68,$20.08,$23.82
