,State,County,Min_Wage
4211,Michigan,Alger County,$9.65
4214,Michigan,Allegan County,$9.65
4217,Michigan,Alpena County,$9.65
4220,Michigan,Antrim County,$9.65
4223,Michigan,Arenac County,$9.65
4226,Michigan,Baraga County,$9.65
4229,Michigan,Barry County,$9.65
4232,Michigan,Bay County,$9.65
4235,Michigan,Benzie County,$9.65
4238,Michigan,Berrien County,$9.65
4241,Michigan,Branch County,$9.65
4244,Michigan,Calhoun County,$9.65
4247,Michigan,Cass County,$9.65
4250,Michigan,Charlevoix County,$9.65
4253,Michigan,Cheboygan County,$9.65
4256,Michigan,Chippewa County,$9.65
4259,Michigan,Clare County,$9.65
4262,Michigan,Clinton County,$9.65
4265,Michigan,Crawford County,$9.65
4268,Michigan,Delta County,$9.65
4271,Michigan,Dickinson County,$9.65
4274,Michigan,Eaton County,$9.65
4277,Michigan,Emmet County,$9.65
4280,Michigan,Genesee County,$9.65
4283,Michigan,Gladwin County,$9.65
4286,Michigan,Gogebic County,$9.65
4289,Michigan,Grand Traverse County,$9.65
4292,Michigan,Gratiot County,$9.65
4295,Michigan,Hillsdale County,$9.65
4298,Michigan,Houghton County,$9.65
4301,Michigan,Huron County,$9.65
4304,Michigan,Ingham County,$9.65
4307,Michigan,Ionia County,$9.65
4310,Michigan,Iosco County,$9.65
4313,Michigan,Iron County,$9.65
4316,Michigan,Isabella County,$9.65
4319,Michigan,Jackson County,$9.65
4322,Michigan,Kalamazoo County,$9.65
4325,Michigan,Kalkaska County,$9.65
4328,Michigan,Kent County,$9.65
4331,Michigan,Keweenaw County,$9.65
4334,Michigan,Lake County,$9.65
4337,Michigan,Lapeer County,$9.65
4340,Michigan,Leelanau County,$9.65
4343,Michigan,Lenawee County,$9.65
4346,Michigan,Livingston County,$9.65
4349,Michigan,Luce County,$9.65
4352,Michigan,Mackinac County,$9.65
4355,Michigan,Macomb County,$9.65
4358,Michigan,Manistee County,$9.65
4361,Michigan,Marquette County,$9.65
4364,Michigan,Mason County,$9.65
4367,Michigan,Mecosta County,$9.65
4370,Michigan,Menominee County,$9.65
4373,Michigan,Midland County,$9.65
4376,Michigan,Missaukee County,$9.65
4379,Michigan,Monroe County,$9.65
4382,Michigan,Montcalm County,$9.65
4385,Michigan,Montmorency County,$9.65
4388,Michigan,Muskegon County,$9.65
4391,Michigan,Newaygo County,$9.65
4394,Michigan,Oakland County,$9.65
4397,Michigan,Oceana County,$9.65
4400,Michigan,Ogemaw County,$9.65
4403,Michigan,Ontonagon County,$9.65
4406,Michigan,Osceola County,$9.65
4409,Michigan,Oscoda County,$9.65
4412,Michigan,Otsego County,$9.65
4415,Michigan,Ottawa County,$9.65
4418,Michigan,Presque Isle County,$9.65
4421,Michigan,Roscommon County,$9.65
4424,Michigan,Saginaw County,$9.65
4427,Michigan,Sanilac County,$9.65
4430,Michigan,Schoolcraft County,$9.65
4433,Michigan,Shiawassee County,$9.65
4436,Michigan,St. Clair County,$9.65
4439,Michigan,St. Joseph County,$9.65
4442,Michigan,Tuscola County,$9.65
4445,Michigan,Van Buren County,$9.65
4448,Michigan,Washtenaw County,$9.65
4451,Michigan,Wayne County,$9.65
4454,Michigan,Wexford County,$9.65
4457,Michigan,"Ann Arbor, MI",$9.65
4460,Michigan,"Battle Creek, MI",$9.65
4463,Michigan,"Bay City, MI",$9.65
4466,Michigan,"Detroit-Warren-Dearborn, MI",$9.65
4469,Michigan,"Flint, MI",$9.65
4472,Michigan,"Grand Rapids-Wyoming, MI",$9.65
4475,Michigan,"Jackson, MI",$9.65
4478,Michigan,"Kalamazoo-Portage, MI",$9.65
4481,Michigan,"Lansing-East Lansing, MI",$9.65
4484,Michigan,"Midland, MI",$9.65
4487,Michigan,"Monroe, MI",$9.65
4490,Michigan,"Muskegon, MI",$9.65
4493,Michigan,"Niles-Benton Harbor, MI",$9.65
4496,Michigan,"Saginaw, MI",$9.65
4499,Minnesota,Aitkin County,$10.00
4502,Minnesota,Anoka County,$10.00
4505,Minnesota,Becker County,$10.00
4508,Minnesota,Beltrami County,$10.00
4511,Minnesota,Benton County,$10.00
4514,Minnesota,Big Stone County,$10.00
4517,Minnesota,Blue Earth County,$10.00
4520,Minnesota,Brown County,$10.00
4523,Minnesota,Carlton County,$10.00
4526,Minnesota,Carver County,$10.00
4529,Minnesota,Cass County,$10.00
4532,Minnesota,Chippewa County,$10.00
4535,Minnesota,Chisago County,$10.00
4538,Minnesota,Clay County,$10.00
4541,Minnesota,Clearwater County,$10.00
4544,Minnesota,Cook County,$10.00
4547,Minnesota,Cottonwood County,$10.00
4550,Minnesota,Crow Wing County,$10.00
4553,Minnesota,Dakota County,$10.00
4556,Minnesota,Dodge County,$10.00
4559,Minnesota,Douglas County,$10.00
4562,Minnesota,Faribault County,$10.00
4565,Minnesota,Fillmore County,$10.00
4568,Minnesota,Freeborn County,$10.00
4571,Minnesota,Goodhue County,$10.00
4574,Minnesota,Grant County,$10.00
4577,Minnesota,Hennepin County,$10.00
4580,Minnesota,Houston County,$10.00
4583,Minnesota,Hubbard County,$10.00
4586,Minnesota,Isanti County,$10.00
4589,Minnesota,Itasca County,$10.00
4592,Minnesota,Jackson County,$10.00
4595,Minnesota,Kanabec County,$10.00
4598,Minnesota,Kandiyohi County,$10.00
4601,Minnesota,Kittson County,$10.00
4604,Minnesota,Koochiching County,$10.00
4607,Minnesota,Lac qui Parle County,$10.00
4610,Minnesota,Lake County,$10.00
4613,Minnesota,Lake of the Woods County,$10.00
4616,Minnesota,Le Sueur County,$10.00
4619,Minnesota,Lincoln County,$10.00
4622,Minnesota,Lyon County,$10.00
4625,Minnesota,Mahnomen County,$10.00
4628,Minnesota,Marshall County,$10.00
4631,Minnesota,Martin County,$10.00
4634,Minnesota,McLeod County,$10.00
4637,Minnesota,Meeker County,$10.00
4640,Minnesota,Mille Lacs County,$10.00
4643,Minnesota,Morrison County,$10.00
4646,Minnesota,Mower County,$10.00
4649,Minnesota,Murray County,$10.00
4652,Minnesota,Nicollet County,$10.00
4655,Minnesota,Nobles County,$10.00
4658,Minnesota,Norman County,$10.00
4661,Minnesota,Olmsted County,$10.00
4664,Minnesota,Otter Tail County,$10.00
4667,Minnesota,Pennington County,$10.00
4670,Minnesota,Pine County,$10.00
4673,Minnesota,Pipestone County,$10.00
4676,Minnesota,Polk County,$10.00
4679,Minnesota,Pope County,$10.00
4682,Minnesota,Ramsey County,$10.00
4685,Minnesota,Red Lake County,$10.00
4688,Minnesota,Redwood County,$10.00
4691,Minnesota,Renville County,$10.00
4694,Minnesota,Rice County,$10.00
4697,Minnesota,Rock County,$10.00
4700,Minnesota,Roseau County,$10.00
4703,Minnesota,Scott County,$10.00
4706,Minnesota,Sherburne County,$10.00
4709,Minnesota,Sibley County,$10.00
4712,Minnesota,Stearns County,$10.00
4715,Minnesota,Steele County,$10.00
4718,Minnesota,Stevens County,$10.00
4721,Minnesota,St. Louis County,$10.00
4724,Minnesota,Swift County,$10.00
4727,Minnesota,Todd County,$10.00
4730,Minnesota,Traverse County,$10.00
4733,Minnesota,Wabasha County,$10.00
4736,Minnesota,Wadena County,$10.00
4739,Minnesota,Waseca County,$10.00
4742,Minnesota,Washington County,$10.00
4745,Minnesota,Watonwan County,$10.00
4748,Minnesota,Wilkin County,$10.00
4751,Minnesota,Winona County,$10.00
4754,Minnesota,Wright County,$10.00
4757,Minnesota,Yellow Medicine County,$10.00
4760,Minnesota,"Duluth, MN",$10.00
4763,Minnesota,"Mankato-North Mankato, MN",$10.00
4766,Minnesota,"Minneapolis-St. Paul-Bloomington, MN",$10.00
4769,Minnesota,"Rochester, MN",$10.00
4772,Minnesota,"St. Cloud, MN",$10.00
4775,Mississippi,Adams County,$7.25
4778,Mississippi,Alcorn County,$7.25
4781,Mississippi,Amite County,$7.25
4784,Mississippi,Attala County,$7.25
4787,Mississippi,Benton County,$7.25
4790,Mississippi,Bolivar County,$7.25
4793,Mississippi,Calhoun County,$7.25
4796,Mississippi,Carroll County,$7.25
4799,Mississippi,Chickasaw County,$7.25
4802,Mississippi,Choctaw County,$7.25
4805,Mississippi,Claiborne County,$7.25
4808,Mississippi,Clarke County,$7.25
4811,Mississippi,Clay County,$7.25
4814,Mississippi,Coahoma County,$7.25
4817,Mississippi,Copiah County,$7.25
4820,Mississippi,Covington County,$7.25
4823,Mississippi,DeSoto County,$7.25
4826,Mississippi,Forrest County,$7.25
4829,Mississippi,Franklin County,$7.25
4832,Mississippi,George County,$7.25
4835,Mississippi,Greene County,$7.25
4838,Mississippi,Grenada County,$7.25
4841,Mississippi,Hancock County,$7.25
4844,Mississippi,Harrison County,$7.25
4847,Mississippi,Hinds County,$7.25
4850,Mississippi,Holmes County,$7.25
4853,Mississippi,Humphreys County,$7.25
4856,Mississippi,Issaquena County,$7.25
4859,Mississippi,Itawamba County,$7.25
4862,Mississippi,Jackson County,$7.25
4865,Mississippi,Jasper County,$7.25
4868,Mississippi,Jefferson County,$7.25
4871,Mississippi,Jefferson Davis County,$7.25
4874,Mississippi,Jones County,$7.25
4877,Mississippi,Kemper County,$7.25
4880,Mississippi,Lafayette County,$7.25
4883,Mississippi,Lamar County,$7.25
4886,Mississippi,Lauderdale County,$7.25
4889,Mississippi,Lawrence County,$7.25
4892,Mississippi,Leake County,$7.25
4895,Mississippi,Lee County,$7.25
4898,Mississippi,Leflore County,$7.25
4901,Mississippi,Lincoln County,$7.25
4904,Mississippi,Lowndes County,$7.25
4907,Mississippi,Madison County,$7.25
4910,Mississippi,Marion County,$7.25
4913,Mississippi,Marshall County,$7.25
4916,Mississippi,Monroe County,$7.25
4919,Mississippi,Montgomery County,$7.25
4922,Mississippi,Neshoba County,$7.25
4925,Mississippi,Newton County,$7.25
4928,Mississippi,Noxubee County,$7.25
4931,Mississippi,Oktibbeha County,$7.25
4934,Mississippi,Panola County,$7.25
4937,Mississippi,Pearl River County,$7.25
4940,Mississippi,Perry County,$7.25
4943,Mississippi,Pike County,$7.25
4946,Mississippi,Pontotoc County,$7.25
4949,Mississippi,Prentiss County,$7.25
4952,Mississippi,Quitman County,$7.25
4955,Mississippi,Rankin County,$7.25
4958,Mississippi,Scott County,$7.25
4961,Mississippi,Sharkey County,$7.25
4964,Mississippi,Simpson County,$7.25
4967,Mississippi,Smith County,$7.25
4970,Mississippi,Stone County,$7.25
4973,Mississippi,Sunflower County,$7.25
4976,Mississippi,Tallahatchie County,$7.25
4979,Mississippi,Tate County,$7.25
4982,Mississippi,Tippah County,$7.25
4985,Mississippi,Tishomingo County,$7.25
4988,Mississippi,Tunica County,$7.25
4991,Mississippi,Union County,$7.25
4994,Mississippi,Walthall County,$7.25
4997,Mississippi,Warren County,$7.25
5000,Mississippi,Washington County,$7.25
5003,Mississippi,Wayne County,$7.25
5006,Mississippi,Webster County,$7.25
5009,Mississippi,Wilkinson County,$7.25
5012,Mississippi,Winston County,$7.25
5015,Mississippi,Yalobusha County,$7.25
5018,Mississippi,Yazoo County,$7.25
5021,Mississippi,"Gulfport-Biloxi-Pascagoula, MS",$7.25
5024,Mississippi,"Hattiesburg, MS",$7.25
5027,Mississippi,"Jackson, MS",$7.25
5030,Missouri,Adair County,$9.45
5033,Missouri,Andrew County,$9.45
5036,Missouri,Atchison County,$9.45
5039,Missouri,Audrain County,$9.45
5042,Missouri,Barry County,$9.45
5045,Missouri,Barton County,$9.45
5048,Missouri,Bates County,$9.45
5051,Missouri,Benton County,$9.45
5054,Missouri,Bollinger County,$9.45
5057,Missouri,Boone County,$9.45
5060,Missouri,Buchanan County,$9.45
5063,Missouri,Butler County,$9.45
5066,Missouri,Caldwell County,$9.45
5069,Missouri,Callaway County,$9.45
5072,Missouri,Camden County,$9.45
5075,Missouri,Cape Girardeau County,$9.45
5078,Missouri,Carroll County,$9.45
5081,Missouri,Carter County,$9.45
5084,Missouri,Cass County,$9.45
5087,Missouri,Cedar County,$9.45
5090,Missouri,Chariton County,$9.45
5093,Missouri,Christian County,$9.45
5096,Missouri,Clark County,$9.45
5099,Missouri,Clay County,$9.45
5102,Missouri,Clinton County,$9.45
5105,Missouri,Cole County,$9.45
5108,Missouri,Cooper County,$9.45
5111,Missouri,Crawford County,$9.45
5114,Missouri,Dade County,$9.45
5117,Missouri,Dallas County,$9.45
5120,Missouri,Daviess County,$9.45
5123,Missouri,DeKalb County,$9.45
5126,Missouri,Dent County,$9.45
5129,Missouri,Douglas County,$9.45
5132,Missouri,Dunklin County,$9.45
5135,Missouri,Franklin County,$9.45
5138,Missouri,Gasconade County,$9.45
5141,Missouri,Gentry County,$9.45
5144,Missouri,Greene County,$9.45
5147,Missouri,Grundy County,$9.45
5150,Missouri,Harrison County,$9.45
5153,Missouri,Henry County,$9.45
5156,Missouri,Hickory County,$9.45
5159,Missouri,Holt County,$9.45
5162,Missouri,Howard County,$9.45
5165,Missouri,Howell County,$9.45
5168,Missouri,Iron County,$9.45
5171,Missouri,Jackson County,$9.45
5174,Missouri,Jasper County,$9.45
5177,Missouri,Jefferson County,$9.45
5180,Missouri,Johnson County,$9.45
5183,Missouri,Knox County,$9.45
5186,Missouri,Laclede County,$9.45
5189,Missouri,Lafayette County,$9.45
5192,Missouri,Lawrence County,$9.45
5195,Missouri,Lewis County,$9.45
5198,Missouri,Lincoln County,$9.45
5201,Missouri,Linn County,$9.45
5204,Missouri,Livingston County,$9.45
5207,Missouri,Macon County,$9.45
5210,Missouri,Madison County,$9.45
5213,Missouri,Maries County,$9.45
5216,Missouri,Marion County,$9.45
5219,Missouri,McDonald County,$9.45
5222,Missouri,Mercer County,$9.45
5225,Missouri,Miller County,$9.45
5228,Missouri,Mississippi County,$9.45
5231,Missouri,Moniteau County,$9.45
5234,Missouri,Monroe County,$9.45
5237,Missouri,Montgomery County,$9.45
5240,Missouri,Morgan County,$9.45
5243,Missouri,New Madrid County,$9.45
5246,Missouri,Newton County,$9.45
5249,Missouri,Nodaway County,$9.45
5252,Missouri,Oregon County,$9.45
5255,Missouri,Osage County,$9.45
5258,Missouri,Ozark County,$9.45
5261,Missouri,Pemiscot County,$9.45
5264,Missouri,Perry County,$9.45
5267,Missouri,Pettis County,$9.45
5270,Missouri,Phelps County,$9.45
5273,Missouri,Pike County,$9.45
5276,Missouri,Platte County,$9.45
5279,Missouri,Polk County,$9.45
5282,Missouri,Pulaski County,$9.45
5285,Missouri,Putnam County,$9.45
5288,Missouri,Ralls County,$9.45
5291,Missouri,Randolph County,$9.45
5294,Missouri,Ray County,$9.45
5297,Missouri,Reynolds County,$9.45
5300,Missouri,Ripley County,$9.45
5303,Missouri,Saline County,$9.45
5306,Missouri,Schuyler County,$9.45
5309,Missouri,Scotland County,$9.45
5312,Missouri,Scott County,$9.45
5315,Missouri,Shannon County,$9.45
5318,Missouri,Shelby County,$9.45
5321,Missouri,St. Charles County,$9.45
5324,Missouri,St. Clair County,$9.45
5327,Missouri,Ste. Genevieve County,$9.45
5330,Missouri,St. Francois County,$9.45
5333,Missouri,St. Louis city,$9.45
5336,Missouri,St. Louis County,$9.45
5339,Missouri,Stoddard County,$9.45
5342,Missouri,Stone County,$9.45
5345,Missouri,Sullivan County,$9.45
5348,Missouri,Sullivan part,$9.45
5351,Missouri,Taney County,$9.45
5354,Missouri,Texas County,$9.45
5357,Missouri,Vernon County,$9.45
5360,Missouri,Warren County,$9.45
5363,Missouri,Washington County,$9.45
5366,Missouri,Wayne County,$9.45
5369,Missouri,Webster County,$9.45
5372,Missouri,Worth County,$9.45
5375,Missouri,Wright County,$9.45
5378,Missouri,"Cape Girardeau, MO",$9.45
5381,Missouri,"Columbia, MO",$9.45
5384,Missouri,"Jefferson City, MO",$9.45
5387,Missouri,"Joplin, MO",$9.45
5390,Missouri,"Kansas City, MO",$9.45
5393,Missouri,"St. Joseph, MO",$9.45
5396,Missouri,"St. Louis, MO",$9.45
5399,Missouri,"Springfield, MO",$9.45
5402,Montana,Beaverhead County,$8.65
5405,Montana,Big Horn County,$8.65
5408,Montana,Blaine County,$8.65
5411,Montana,Broadwater County,$8.65
5414,Montana,Carbon County,$8.65
5417,Montana,Carter County,$8.65
5420,Montana,Cascade County,$8.65
5423,Montana,Chouteau County,$8.65
5426,Montana,Custer County,$8.65
5429,Montana,Daniels County,$8.65
5432,Montana,Dawson County,$8.65
5435,Montana,Deer Lodge County,$8.65
5438,Montana,Fallon County,$8.65
5441,Montana,Fergus County,$8.65
5444,Montana,Flathead County,$8.65
5447,Montana,Gallatin County,$8.65
5450,Montana,Garfield County,$8.65
5453,Montana,Glacier County,$8.65
5456,Montana,Golden Valley County,$8.65
5459,Montana,Granite County,$8.65
5462,Montana,Hill County,$8.65
5465,Montana,Jefferson County,$8.65
5468,Montana,Judith Basin County,$8.65
5471,Montana,Lake County,$8.65
5474,Montana,Lewis and Clark County,$8.65
5477,Montana,Liberty County,$8.65
5480,Montana,Lincoln County,$8.65
5483,Montana,Madison County,$8.65
5486,Montana,McCone County,$8.65
5489,Montana,Meagher County,$8.65
5492,Montana,Mineral County,$8.65
5495,Montana,Missoula County,$8.65
5498,Montana,Musselshell County,$8.65
5501,Montana,Park County,$8.65
5504,Montana,Petroleum County,$8.65
5507,Montana,Phillips County,$8.65
5510,Montana,Pondera County,$8.65
5513,Montana,Powder River County,$8.65
5516,Montana,Powell County,$8.65
5519,Montana,Prairie County,$8.65
5522,Montana,Ravalli County,$8.65
5525,Montana,Richland County,$8.65
5528,Montana,Roosevelt County,$8.65
5531,Montana,Rosebud County,$8.65
5534,Montana,Sanders County,$8.65
5537,Montana,Sheridan County,$8.65
5540,Montana,Silver Bow County,$8.65
5543,Montana,Stillwater County,$8.65
5546,Montana,Sweet Grass County,$8.65
5549,Montana,Teton County,$8.65
5552,Montana,Toole County,$8.65
5555,Montana,Treasure County,$8.65
5558,Montana,Valley County,$8.65
5561,Montana,Wheatland County,$8.65
5564,Montana,Wibaux County,$8.65
5567,Montana,Yellowstone County,$8.65
5570,Montana,"Billings, MT",$8.65
5573,Montana,"Great Falls, MT",$8.65
5576,Montana,"Missoula, MT",$8.65
5579,Nebraska,Adams County,$9.00
5582,Nebraska,Antelope County,$9.00
5585,Nebraska,Arthur County,$9.00
5588,Nebraska,Banner County,$9.00
5591,Nebraska,Blaine County,$9.00
5594,Nebraska,Boone County,$9.00
5597,Nebraska,Box Butte County,$9.00
5600,Nebraska,Boyd County,$9.00
5603,Nebraska,Brown County,$9.00
5606,Nebraska,Buffalo County,$9.00
5609,Nebraska,Burt County,$9.00
5612,Nebraska,Butler County,$9.00
5615,Nebraska,Cass County,$9.00
5618,Nebraska,Cedar County,$9.00
5621,Nebraska,Chase County,$9.00
5624,Nebraska,Cherry County,$9.00
5627,Nebraska,Cheyenne County,$9.00
5630,Nebraska,Clay County,$9.00
5633,Nebraska,Colfax County,$9.00
5636,Nebraska,Cuming County,$9.00
5639,Nebraska,Custer County,$9.00
5642,Nebraska,Dakota County,$9.00
5645,Nebraska,Dawes County,$9.00
5648,Nebraska,Dawson County,$9.00
5651,Nebraska,Deuel County,$9.00
5654,Nebraska,Dixon County,$9.00
5657,Nebraska,Dodge County,$9.00
5660,Nebraska,Douglas County,$9.00
5663,Nebraska,Dundy County,$9.00
5666,Nebraska,Fillmore County,$9.00
5669,Nebraska,Franklin County,$9.00
5672,Nebraska,Frontier County,$9.00
5675,Nebraska,Furnas County,$9.00
5678,Nebraska,Gage County,$9.00
5681,Nebraska,Garden County,$9.00
5684,Nebraska,Garfield County,$9.00
5687,Nebraska,Gosper County,$9.00
5690,Nebraska,Grant County,$9.00
5693,Nebraska,Greeley County,$9.00
5696,Nebraska,Hall County,$9.00
5699,Nebraska,Hamilton County,$9.00
5702,Nebraska,Harlan County,$9.00
5705,Nebraska,Hayes County,$9.00
5708,Nebraska,Hitchcock County,$9.00
5711,Nebraska,Holt County,$9.00
5714,Nebraska,Hooker County,$9.00
5717,Nebraska,Howard County,$9.00
5720,Nebraska,Jefferson County,$9.00
5723,Nebraska,Johnson County,$9.00
5726,Nebraska,Kearney County,$9.00
5729,Nebraska,Keith County,$9.00
5732,Nebraska,Keya Paha County,$9.00
5735,Nebraska,Kimball County,$9.00
5738,Nebraska,Knox County,$9.00
5741,Nebraska,Lancaster County,$9.00
5744,Nebraska,Lincoln County,$9.00
5747,Nebraska,Logan County,$9.00
5750,Nebraska,Loup County,$9.00
5753,Nebraska,Madison County,$9.00
5756,Nebraska,McPherson County,$9.00
5759,Nebraska,Merrick County,$9.00
5762,Nebraska,Morrill County,$9.00
5765,Nebraska,Nance County,$9.00
5768,Nebraska,Nemaha County,$9.00
5771,Nebraska,Nuckolls County,$9.00
5774,Nebraska,Otoe County,$9.00
5777,Nebraska,Pawnee County,$9.00
5780,Nebraska,Perkins County,$9.00
5783,Nebraska,Phelps County,$9.00
5786,Nebraska,Pierce County,$9.00
5789,Nebraska,Platte County,$9.00
5792,Nebraska,Polk County,$9.00
5795,Nebraska,Red Willow County,$9.00
5798,Nebraska,Richardson County,$9.00
5801,Nebraska,Rock County,$9.00
5804,Nebraska,Saline County,$9.00
5807,Nebraska,Sarpy County,$9.00
5810,Nebraska,Saunders County,$9.00
5813,Nebraska,Scotts Bluff County,$9.00
5816,Nebraska,Seward County,$9.00
5819,Nebraska,Sheridan County,$9.00
5822,Nebraska,Sherman County,$9.00
5825,Nebraska,Sioux County,$9.00
5828,Nebraska,Stanton County,$9.00
5831,Nebraska,Thayer County,$9.00
5834,Nebraska,Thomas County,$9.00
5837,Nebraska,Thurston County,$9.00
5840,Nebraska,Valley County,$9.00
5843,Nebraska,Washington County,$9.00
5846,Nebraska,Wayne County,$9.00
5849,Nebraska,Webster County,$9.00
5852,Nebraska,Wheeler County,$9.00
5855,Nebraska,York County,$9.00
5858,Nebraska,"Grand Island, NE",$9.00
5861,Nebraska,"Lincoln, NE",$9.00
5864,Nebraska,"Omaha-Council Bluffs, NE",$9.00
5867,Nevada,Carson City,$8.00
5870,Nevada,Churchill County,$8.00
5873,Nevada,Clark County,$8.00
5876,Nevada,Douglas County,$8.00
5879,Nevada,Elko County,$8.00
5882,Nevada,Esmeralda County,$8.00
5885,Nevada,Eureka County,$8.00
5888,Nevada,Humboldt County,$8.00
5891,Nevada,Lander County,$8.00
5894,Nevada,Lincoln County,$8.00
5897,Nevada,Lyon County,$8.00
5900,Nevada,Mineral County,$8.00
5903,Nevada,Nye County,$8.00
5906,Nevada,Pershing County,$8.00
5909,Nevada,Storey County,$8.00
5912,Nevada,Washoe County,$8.00
5915,Nevada,White Pine County,$8.00
5918,Nevada,"Carson City, NV",$8.00
5921,Nevada,"Las Vegas-Henderson-Paradise, NV",$8.00
5924,Nevada,"Reno, NV",$8.00
5927,New Hampshire,Belknap County,$7.25
5930,New Hampshire,Carroll County,$7.25
5933,New Hampshire,Cheshire County,$7.25
5936,New Hampshire,Coos County,$7.25
5939,New Hampshire,Grafton County,$7.25
5942,New Hampshire,Hillsborough County,$7.25
5945,New Hampshire,Merrimack County,$7.25
5948,New Hampshire,Rockingham County,$7.25
5951,New Hampshire,Strafford County,$7.25
5954,New Hampshire,Sullivan County,$7.25
5957,New Hampshire,"Manchester-Nashua, NH",$7.25
5960,New Jersey,Atlantic County,$11.00
5963,New Jersey,Bergen County,$11.00
5966,New Jersey,Burlington County,$11.00
5969,New Jersey,Camden County,$11.00
5972,New Jersey,Cape May County,$11.00
5975,New Jersey,Cumberland County,$11.00
5978,New Jersey,Essex County,$11.00
5981,New Jersey,Gloucester County,$11.00
5984,New Jersey,Hudson County,$11.00
5987,New Jersey,Hunterdon County,$11.00
5990,New Jersey,Mercer County,$11.00
5993,New Jersey,Middlesex County,$11.00
5996,New Jersey,Monmouth County,$11.00
5999,New Jersey,Morris County,$11.00
6002,New Jersey,Ocean County,$11.00
6005,New Jersey,Passaic County,$11.00
6008,New Jersey,Salem County,$11.00
6011,New Jersey,Somerset County,$11.00
6014,New Jersey,Sussex County,$11.00
6017,New Jersey,Union County,$11.00
6020,New Jersey,Warren County,$11.00
6023,New Jersey,"Atlantic City-Hammonton, NJ",$11.00
6026,New Jersey,"Ocean City, NJ",$11.00
6029,New Jersey,"Trenton, NJ",$11.00
6032,New Jersey,"Vineland-Bridgeton, NJ",$11.00
6035,New Mexico,Bernalillo County,$9.00
6038,New Mexico,Catron County,$9.00
6041,New Mexico,Chaves County,$9.00
6044,New Mexico,Cibola County,$9.00
6047,New Mexico,Colfax County,$9.00
6050,New Mexico,Curry County,$9.00
6053,New Mexico,De Baca County,$9.00
6056,New Mexico,Dona Ana County,$9.00
6059,New Mexico,Eddy County,$9.00
6062,New Mexico,Grant County,$9.00
6065,New Mexico,Guadalupe County,$9.00
6068,New Mexico,Harding County,$9.00
6071,New Mexico,Hidalgo County,$9.00
6074,New Mexico,Lea County,$9.00
6077,New Mexico,Lincoln County,$9.00
6080,New Mexico,Los Alamos County,$9.00
6083,New Mexico,Luna County,$9.00
6086,New Mexico,McKinley County,$9.00
6089,New Mexico,Mora County,$9.00
6092,New Mexico,Otero County,$9.00
6095,New Mexico,Quay County,$9.00
6098,New Mexico,Rio Arriba County,$9.00
6101,New Mexico,Roosevelt County,$9.00
6104,New Mexico,Sandoval County,$9.00
6107,New Mexico,San Juan County,$9.00
6110,New Mexico,San Miguel County,$9.00
6113,New Mexico,Santa Fe County,$9.00
6116,New Mexico,Sierra County,$9.00
6119,New Mexico,Socorro County,$9.00
6122,New Mexico,Taos County,$9.00
6125,New Mexico,Torrance County,$9.00
6128,New Mexico,Union County,$9.00
6131,New Mexico,Valencia County,$9.00
6134,New Mexico,"Albuquerque, NM",$9.00
6137,New Mexico,"Farmington, NM",$9.00
6140,New Mexico,"Las Cruces, NM",$9.00
6143,New Mexico,"Santa Fe, NM",$9.00
6146,New York,Albany County,$11.80
6149,New York,Allegany County,$11.80
6152,New York,Bronx County,$11.80
6155,New York,Broome County,$11.80
6158,New York,Cattaraugus County,$11.80
6161,New York,Cayuga County,$11.80
6164,New York,Chautauqua County,$11.80
6167,New York,Chemung County,$11.80
6170,New York,Chenango County,$11.80
6173,New York,Clinton County,$11.80
6176,New York,Columbia County,$11.80
6179,New York,Cortland County,$11.80
6182,New York,Delaware County,$11.80
6185,New York,Dutchess County,$11.80
6188,New York,Erie County,$11.80
6191,New York,Essex County,$11.80
6194,New York,Franklin County,$11.80
6197,New York,Fulton County,$11.80
6200,New York,Genesee County,$11.80
6203,New York,Greene County,$11.80
6206,New York,Hamilton County,$11.80
6209,New York,Herkimer County,$11.80
6212,New York,Jefferson County,$11.80
6215,New York,Kings County,$11.80
6218,New York,Lewis County,$11.80
6221,New York,Livingston County,$11.80
6224,New York,Madison County,$11.80
6227,New York,Monroe County,$11.80
6230,New York,Montgomery County,$11.80
6233,New York,Nassau County,$11.80
6236,New York,New York County,$11.80
6239,New York,Niagara County,$11.80
6242,New York,Oneida County,$11.80
6245,New York,Onondaga County,$11.80
6248,New York,Ontario County,$11.80
6251,New York,Orange County,$11.80
6254,New York,Orleans County,$11.80
6257,New York,Oswego County,$11.80
6260,New York,Otsego County,$11.80
6263,New York,Putnam County,$11.80
6266,New York,Queens County,$11.80
6269,New York,Rensselaer County,$11.80
6272,New York,Richmond County,$11.80
6275,New York,Rockland County,$11.80
6278,New York,Saratoga County,$11.80
6281,New York,Schenectady County,$11.80
6284,New York,Schoharie County,$11.80
6287,New York,Schuyler County,$11.80
6290,New York,Seneca County,$11.80
6293,New York,Steuben County,$11.80
6296,New York,St. Lawrence County,$11.80
6299,New York,Suffolk County,$11.80
6302,New York,Sullivan County,$11.80
6305,New York,Tioga County,$11.80
6308,New York,Tompkins County,$11.80
6311,New York,Ulster County,$11.80
6314,New York,Warren County,$11.80
6317,New York,Washington County,$11.80
6320,New York,Wayne County,$11.80
6323,New York,Westchester County,$11.80
