Class,Level,_1a0c,_1a1c,_1a2c,_1a3c,_2a1w0c,_2a1w1c,_2a1w2c,_2a1w3c,_2a2w0c,_2a2w1c,_2a2w2c,_2a2w3c,County,State,FIPS
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Johnson County,NE,31097
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Johnson County,NE,31097
0,Living Wage,$13.11,$28.65,$35.35,$44.57,$23.75,$27.52,$31.26,$32.79,$11.88,$15.76,$19.62,$22.38,Kearney County,NE,31099
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kearney County,NE,31099
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Kearney County,NE,31099
0,Living Wage,$13.40,$28.30,$35.00,$44.26,$22.84,$27.17,$30.91,$32.47,$11.42,$15.58,$19.45,$22.22,Keith County,NE,31101
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Keith County,NE,31101
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Keith County,NE,31101
0,Living Wage,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26,Keya Paha County,NE,31103
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Keya Paha County,NE,31103
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Keya Paha County,NE,31103
0,Living Wage,$12.90,$28.33,$35.02,$44.16,$23.47,$27.19,$30.94,$32.38,$11.73,$15.59,$19.46,$22.18,Kimball County,NE,31105
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kimball County,NE,31105
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Kimball County,NE,31105
0,Living Wage,$12.89,$28.30,$35.00,$44.43,$22.84,$27.17,$30.91,$32.65,$11.42,$15.58,$19.45,$22.31,Knox County,NE,31107
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Knox County,NE,31107
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Knox County,NE,31107
0,Living Wage,$14.72,$30.37,$37.91,$49.19,$23.84,$28.39,$32.13,$34.87,$11.92,$16.61,$20.90,$24.69,Lancaster County,NE,31109
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lancaster County,NE,31109
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Lancaster County,NE,31109
0,Living Wage,$13.47,$28.38,$35.08,$44.77,$22.90,$27.25,$30.99,$32.98,$11.45,$15.62,$19.49,$22.48,Lincoln County,NE,31111
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lincoln County,NE,31111
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Lincoln County,NE,31111
0,Living Wage,$12.89,$28.30,$35.00,$44.93,$22.84,$27.17,$30.91,$33.15,$11.42,$15.58,$19.45,$22.56,Logan County,NE,31113
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Logan County,NE,31113
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Logan County,NE,31113
0,Living Wage,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26,Loup County,NE,31115
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Loup County,NE,31115
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Loup County,NE,31115
0,Living Wage,$12.97,$28.43,$35.12,$44.83,$22.93,$27.29,$31.04,$33.04,$11.47,$15.64,$19.51,$22.51,Madison County,NE,31119
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Madison County,NE,31119
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Madison County,NE,31119
0,Living Wage,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26,McPherson County,NE,31117
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,McPherson County,NE,31117
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,McPherson County,NE,31117
0,Living Wage,$13.20,$28.30,$35.00,$44.66,$22.84,$27.17,$30.91,$32.87,$11.42,$15.58,$19.45,$22.42,Merrick County,NE,31121
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Merrick County,NE,31121
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Merrick County,NE,31121
0,Living Wage,$13.04,$28.54,$35.24,$44.43,$23.43,$27.41,$31.15,$32.65,$11.72,$15.70,$19.57,$22.31,Morrill County,NE,31123
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Morrill County,NE,31123
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Morrill County,NE,31123
0,Living Wage,$12.89,$28.30,$35.00,$44.27,$23.18,$27.17,$30.91,$32.49,$11.59,$15.58,$19.45,$22.23,Nance County,NE,31125
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nance County,NE,31125
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Nance County,NE,31125
0,Living Wage,$13.37,$28.30,$35.00,$44.80,$23.10,$27.17,$30.91,$33.02,$11.55,$15.58,$19.45,$22.50,Nemaha County,NE,31127
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nemaha County,NE,31127
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Nemaha County,NE,31127
0,Living Wage,$12.89,$28.30,$35.00,$45.13,$23.42,$27.17,$30.91,$33.35,$11.71,$15.58,$19.45,$22.66,Nuckolls County,NE,31129
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nuckolls County,NE,31129
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Nuckolls County,NE,31129
0,Living Wage,$12.98,$28.45,$35.15,$44.32,$23.02,$27.32,$31.06,$32.53,$11.51,$15.65,$19.52,$22.25,Otoe County,NE,31131
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Otoe County,NE,31131
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Otoe County,NE,31131
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Pawnee County,NE,31133
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pawnee County,NE,31133
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Pawnee County,NE,31133
0,Living Wage,$12.89,$28.30,$35.00,$44.84,$23.25,$27.17,$30.91,$33.06,$11.62,$15.58,$19.45,$22.52,Perkins County,NE,31135
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Perkins County,NE,31135
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Perkins County,NE,31135
0,Living Wage,$12.89,$28.30,$35.00,$45.13,$23.44,$27.17,$30.91,$33.35,$11.72,$15.58,$19.45,$22.66,Phelps County,NE,31137
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Phelps County,NE,31137
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Phelps County,NE,31137
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$23.03,$27.17,$30.91,$32.35,$11.51,$15.58,$19.45,$22.16,Pierce County,NE,31139
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pierce County,NE,31139
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Pierce County,NE,31139
0,Living Wage,$13.17,$28.74,$35.44,$45.25,$23.18,$27.61,$31.35,$33.46,$11.59,$15.80,$19.67,$22.72,Platte County,NE,31141
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Platte County,NE,31141
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Platte County,NE,31141
0,Living Wage,$12.89,$28.30,$35.00,$44.66,$22.98,$27.17,$30.91,$32.87,$11.49,$15.58,$19.45,$22.42,Polk County,NE,31143
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Polk County,NE,31143
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Polk County,NE,31143
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Red Willow County,NE,31145
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Red Willow County,NE,31145
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Red Willow County,NE,31145
0,Living Wage,$12.89,$28.30,$35.00,$44.50,$23.20,$27.17,$30.91,$32.71,$11.60,$15.58,$19.45,$22.34,Richardson County,NE,31147
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Richardson County,NE,31147
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Richardson County,NE,31147
0,Living Wage,$12.89,$28.30,$35.00,$44.93,$22.84,$27.17,$30.91,$33.15,$11.42,$15.58,$19.45,$22.56,Rock County,NE,31149
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Rock County,NE,31149
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Rock County,NE,31149
0,Living Wage,$13.41,$29.13,$35.82,$45.16,$23.47,$27.99,$31.74,$33.38,$11.73,$15.99,$19.86,$22.68,Saline County,NE,31151
0,Living Wage,$13.41,$29.13,$35.82,$45.16,$23.47,$27.99,$31.74,$33.38,$11.73,$15.99,$19.86,$22.68,Saline County,NE,31009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Saline County,NE,31151
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Saline County,NE,31009
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Saline County,NE,31151
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Saline County,NE,31009
0,Living Wage,$14.93,$30.96,$38.50,$49.60,$24.53,$28.98,$32.72,$35.28,$12.26,$16.91,$21.20,$24.90,Sarpy County,NE,31153
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sarpy County,NE,31153
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sarpy County,NE,31153
0,Living Wage,$13.37,$28.73,$35.43,$45.75,$23.17,$27.60,$31.34,$33.97,$11.58,$15.80,$19.66,$22.97,Saunders County,NE,31155
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Saunders County,NE,31155
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Saunders County,NE,31155
0,Living Wage,$13.01,$28.50,$35.20,$44.60,$23.06,$27.37,$31.11,$32.82,$11.53,$15.68,$19.55,$22.40,Scotts Bluff County,NE,31157
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Scotts Bluff County,NE,31157
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Scotts Bluff County,NE,31157
0,Living Wage,$13.39,$28.51,$35.21,$45.31,$23.00,$27.38,$31.12,$33.53,$11.50,$15.69,$19.55,$22.75,Seward County,NE,31159
0,Living Wage,$13.39,$28.51,$35.21,$45.31,$23.00,$27.38,$31.12,$33.53,$11.50,$15.69,$19.55,$22.75,Seward County,NE,31093
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Seward County,NE,31159
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Seward County,NE,31093
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Seward County,NE,31159
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Seward County,NE,31093
0,Living Wage,$12.89,$28.30,$35.00,$44.95,$23.44,$27.17,$30.91,$33.17,$11.72,$15.58,$19.45,$22.57,Sheridan County,NE,31163
0,Living Wage,$12.89,$28.30,$35.00,$44.95,$23.44,$27.17,$30.91,$33.17,$11.72,$15.58,$19.45,$22.57,Sheridan County,NE,31161
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sheridan County,NE,31163
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sheridan County,NE,31161
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sheridan County,NE,31163
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sheridan County,NE,31161
0,Living Wage,$12.89,$28.30,$35.00,$45.13,$23.02,$27.17,$30.91,$33.35,$11.51,$15.58,$19.45,$22.66,Sherman County,NE,31163
0,Living Wage,$12.89,$28.30,$35.00,$45.13,$23.02,$27.17,$30.91,$33.35,$11.51,$15.58,$19.45,$22.66,Sherman County,NE,31161
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sherman County,NE,31163
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sherman County,NE,31161
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sherman County,NE,31163
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sherman County,NE,31161
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Sioux County,NE,31165
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sioux County,NE,31165
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Sioux County,NE,31165
0,Living Wage,$13.24,$28.85,$35.55,$44.81,$23.26,$27.72,$31.46,$33.03,$11.63,$15.85,$19.72,$22.50,Stanton County,NE,31167
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Stanton County,NE,31167
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Stanton County,NE,31167
0,Living Wage,$12.89,$28.30,$35.00,$44.29,$22.96,$27.17,$30.91,$32.51,$11.48,$15.58,$19.45,$22.24,Thayer County,NE,31169
0,Living Wage,$12.89,$28.30,$35.00,$44.29,$22.96,$27.17,$30.91,$32.51,$11.48,$15.58,$19.45,$22.24,Thayer County,NE,31085
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Thayer County,NE,31169
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Thayer County,NE,31085
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Thayer County,NE,31169
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Thayer County,NE,31085
0,Living Wage,$12.90,$28.33,$35.03,$44.36,$22.86,$27.20,$30.94,$32.58,$11.43,$15.60,$19.46,$22.28,Thomas County,NE,31171
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Thomas County,NE,31171
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Thomas County,NE,31171
0,Living Wage,$13.40,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Thurston County,NE,31173
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Thurston County,NE,31173
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Thurston County,NE,31173
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Valley County,NE,31175
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Valley County,NE,31175
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Valley County,NE,31175
0,Living Wage,$14.93,$30.11,$36.81,$47.06,$24.53,$28.98,$32.72,$35.28,$12.26,$16.48,$20.35,$23.63,Washington County,NE,31177
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,NE,31177
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Washington County,NE,31177
0,Living Wage,$12.89,$28.30,$35.00,$44.13,$22.85,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Wayne County,NE,31179
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wayne County,NE,31179
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Wayne County,NE,31179
0,Living Wage,$13.40,$28.30,$35.00,$44.13,$22.84,$27.17,$30.91,$32.35,$11.42,$15.58,$19.45,$22.16,Webster County,NE,31181
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Webster County,NE,31181
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Webster County,NE,31181
0,Living Wage,$12.89,$28.30,$35.00,$44.32,$22.84,$27.17,$30.91,$32.54,$11.42,$15.58,$19.45,$22.26,Wheeler County,NE,31183
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wheeler County,NE,31183
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Wheeler County,NE,31183
0,Living Wage,$12.89,$28.30,$35.00,$44.32,$23.05,$27.17,$30.91,$32.53,$11.53,$15.58,$19.45,$22.25,York County,NE,31185
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,York County,NE,31185
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,York County,NE,31185
0,Living Wage,$13.86,$29.77,$37.26,$48.49,$23.29,$27.83,$31.57,$34.30,$11.48,$16.31,$20.58,$24.34,"Lincoln, NE",NE,31111
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Lincoln, NE",NE,31111
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,"Lincoln, NE",NE,31111
0,Living Wage,$13.03,$28.03,$35.49,$46.79,$22.16,$26.06,$29.61,$32.81,$11.08,$15.43,$19.60,$23.60,Carson City,NV,32510
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Carson City,NV,32510
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Carson City,NV,32510
0,Living Wage,$13.39,$27.64,$35.07,$46.12,$21.77,$25.70,$29.25,$32.23,$10.89,$15.24,$19.39,$23.27,Churchill County,NV,32001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Churchill County,NV,32001
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Churchill County,NV,32001
0,Living Wage,$13.77,$29.19,$36.89,$48.83,$23.12,$26.98,$30.53,$34.14,$11.56,$16.01,$20.30,$24.62,Clark County,NV,32003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clark County,NV,32003
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Clark County,NV,32003
0,Living Wage,$14.53,$28.56,$35.73,$46.80,$22.92,$26.89,$30.44,$33.71,$11.46,$15.70,$19.72,$23.61,Douglas County,NV,32005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Douglas County,NV,32005
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Douglas County,NV,32005
0,Living Wage,$13.09,$27.70,$34.71,$45.61,$22.24,$26.18,$29.73,$32.98,$11.12,$15.26,$19.21,$23.01,Elko County,NV,32007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Elko County,NV,32007
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Elko County,NV,32007
0,Living Wage,$12.01,$25.13,$31.23,$40.36,$20.88,$24.52,$28.07,$30.46,$10.44,$13.98,$17.47,$20.39,Esmeralda County,NV,32009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Esmeralda County,NV,32009
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Esmeralda County,NV,32009
